draft_round,draft_pick,team,player,pos,age,year_max,all_pros_first_team,pro_bowls,years_as_primary_starter,career_av,draft_av,g,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,tackles_solo,def_int,sacks,college_id,college_link
3,89,Tampa Bay Buccaneers,Tykee Smith,DB,23,2024,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,38,2,,Georgia,College Stats
3,90,Arizona Cardinals,Elijah Jones,DB,24,,0,0,0,,,,,,,,,,,,,,,,,,Boston Col.,College Stats
3,91,Green Bay Packers,Ty'Ron Hopper,LB,23,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,5,,,Missouri,College Stats
3,92,Tampa Bay Buccaneers,Jalen McMillan,WR,22,2024,0,0,0,5,5,13,0,0,0,0,0,4,43,0,37,461,8,,,,Washington,College Stats
3,93,Baltimore Ravens,Adisa Isaac,DE,22,2024,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,,,Penn St.,College Stats
3,94,Philadelphia Eagles,Jalyx Hunt,DE,23,2024,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,12,,1.5,Houston Christian,
3,95,Buffalo Bills,DeWayne Carter,DT,23,2024,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,11,,,Duke,College Stats
3,96,Jacksonville Jaguars,Jarrian Jones,DB,23,2024,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,30,1,2.0,Florida St.,College Stats
3,97,Cincinnati Bengals,McKinnley Jackson,DL,22,2024,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,6,,1.0,Texas A&M,College Stats
3,98,Pittsburgh Steelers,Payton Wilson,LB,24,2024,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,49,1,,North Carolina St.,College Stats
3,99,Los Angeles Rams,Kamren Kinchens,SAF,21,2024,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,36,4,,Miami (FL),College Stats
3,100,Washington Commanders,Luke McCaffrey,WR,23,2024,0,0,0,2,2,17,0,0,0,0,0,0,0,0,18,168,0,,,,Rice,College Stats
4,101,Carolina Panthers,Ja'Tavion Sanders,TE,21,2024,0,0,0,3,3,16,0,0,0,0,0,0,0,0,33,342,1,,,,Texas,College Stats
4,102,Denver Broncos,Troy Franklin,WR,21,2024,0,0,0,2,2,16,0,0,0,0,0,2,8,0,28,263,2,,,,Oregon,College Stats
4,103,New England Patriots,Layden Robinson,OL,23,2024,0,0,1,4,4,13,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M,College Stats
4,104,Arizona Cardinals,Dadrion Taylor-Demerson,DB,23,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,23,,,Texas Tech,College Stats
4,105,Los Angeles Chargers,Justin Eboigbe,DL,23,2024,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Alabama,College Stats
4,106,Tennessee Titans,Cedric Gray,LB,21,2024,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,,,North Carolina,College Stats
4,107,New York Giants,Theo Johnson,TE,23,2024,0,0,1,2,2,12,0,0,0,0,0,0,0,0,29,331,1,,,,Penn St.,College Stats
4,108,Minnesota Vikings,Khyree Jackson,DB,25,,0,0,0,,,,,,,,,,,,,,,,,,Oregon,College Stats
4,109,Atlanta Falcons,Brandon Dorlus,DE,23,2024,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Oregon,College Stats
4,110,New England Patriots,Javon Baker,WR,22,2024,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,12,0,,,,Central Florida,College Stats
4,111,Green Bay Packers,Evan Williams,DB,23,2024,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,31,1,,Oregon,College Stats
4,112,Las Vegas Raiders,Decamerion Richardson,CB,23,2024,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,27,,,Mississippi St.,College Stats
4,113,Baltimore Ravens,Devontez Walker,WR,23,2024,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,21,1,2,,,North Carolina,College Stats
4,114,Jacksonville Jaguars,Javon Foster,OL,24,2024,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri,College Stats
4,115,Cincinnati Bengals,Erick All,TE,23,2024,0,0,1,1,1,9,0,0,0,0,0,0,0,0,20,158,0,,,,Iowa,College Stats
4,116,Jacksonville Jaguars,Jordan Jefferson,DT,22,2024,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,5,,1.0,LSU,College Stats
4,117,Indianapolis Colts,Tanor Bortolini,OL,22,2024,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats
4,118,Seattle Seahawks,Tyrice Knight,LB,23,2024,0,0,0,6,6,16,0,0,0,0,0,0,0,0,0,0,0,41,,1.5,Texas-El Paso,College Stats
4,119,Pittsburgh Steelers,Mason McCormick,OL,24,2024,0,0,1,6,6,17,0,0,0,0,0,0,0,0,0,0,0,,,,South Dakota St.,
4,120,Miami Dolphins,Jaylen Wright,RB,21,2024,0,0,0,2,2,15,0,0,0,0,0,68,249,0,3,8,0,,,,Tennessee,College Stats
4,121,Seattle Seahawks,AJ Barner,TE,22,2024,0,0,0,2,2,17,0,0,0,0,0,0,0,0,30,245,4,2,,,Michigan,College Stats
4,122,Chicago Bears,Tory Taylor,P,27,2024,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,College Stats
4,123,Houston Texans,Cade Stover,TE,24,2024,0,0,1,1,1,15,0,0,0,0,0,0,0,0,15,133,1,5,,,Ohio St.,College Stats
4,124,San Francisco 49ers,Malik Mustapha,DB,22,2024,0,0,1,4,4,16,0,0,0,0,0,0,0,0,0,0,0,32,1,,Wake Forest,College Stats
4,125,Tampa Bay Buccaneers,Bucky Irving,RB,22,2024,0,0,0,12,12,17,0,0,0,0,0,207,1122,8,47,392,0,,,,Oregon,College Stats
4,126,Detroit Lions,Giovanni Manu,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,British Columbia,
4,127,Philadelphia Eagles,Will Shipley,RB,22,2024,0,0,0,1,1,16,0,0,0,0,0,30,82,0,4,35,0,5,,,Clemson,College Stats
4,128,Buffalo Bills,Ray Davis,RB,24,2024,0,0,0,6,6,17,0,0,0,0,0,113,442,3,17,189,3,,,,Kentucky,College Stats
4,129,San Francisco 49ers,Isaac Guerendo,RB,24,2024,0,0,0,4,4,16,0,0,0,0,0,84,420,4,15,152,0,,,,Louisville,College Stats
4,130,Baltimore Ravens,T.J. Tampa,DB,22,2024,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,,,Iowa St.,College Stats
4,131,Kansas City Chiefs,Jared Wiley,TE,23,2024,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,7,0,,,,TCU,College Stats
4,132,Detroit Lions,Sione Vaki,SAF,23,2024,0,0,0,1,1,16,0,0,0,0,0,6,14,0,3,37,0,8,,,Utah,College Stats
4,133,Kansas City Chiefs,Jaden Hicks,DB,22,2024,0,0,0,2,2,17,0,0,0,0,0,1,1,0,0,0,0,23,3,,Washington St.,College Stats
4,134,New York Jets,Braelon Allen,RB,20,2024,0,0,0,3,3,17,0,0,0,0,0,92,334,2,19,148,1,1,,,Wisconsin,College Stats
4,135,San Francisco 49ers,Jacob Cowing,WR,23,2024,0,0,0,1,1,15,0,0,0,0,0,1,7,0,4,80,0,,,,Arizona,College Stats
5,136,Seattle Seahawks,Nehemiah Pritchett,CB,23,2024,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,8,,,Auburn,College Stats
5,137,Los Angeles Chargers,Tarheeb Still,DB,22,2024,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,0,0,45,4,0.5,Maryland,College Stats
5,138,Arizona Cardinals,Xavier Thomas,DE,24,2024,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,6,,2.5,Clemson,College Stats
5,139,Washington Commanders,Jordan Magee,LB,23,2024,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,7,,,Temple,College Stats
5,140,Los Angeles Chargers,Cam Hart,CB,23,2024,0,0,1,3,3,14,0,0,0,0,0,0,0,0,0,0,0,28,,0.5,Notre Dame,College Stats
5,141,Buffalo Bills,Sedrick Van Pran-Granger,OL,22,2024,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats
5,142,Indianapolis Colts,Anthony Gould,WR,23,2024,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,23,0,,,,Oregon St.,College Stats
5,143,Atlanta Falcons,JD Bertrand,LB,24,2024,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,16,,1.0,Notre Dame,College Stats
5,144,Chicago Bears,Austin Booker,DL,21,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,14,,1.5,Kansas,College Stats
5,145,Denver Broncos,Kris Abrams-Draine,DB,22,2024,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,1,,Missouri,College Stats
5,146,Tennessee Titans,Jarvis Brownlee,DB,23,2024,0,0,1,5,5,17,0,0,0,0,0,0,0,0,0,0,0,46,1,,Louisville,College Stats
5,147,Denver Broncos,Audric Estime,RB,21,2024,0,0,0,2,2,13,0,0,0,0,0,76,310,2,5,27,0,,,,Notre Dame,College Stats
5,148,Las Vegas Raiders,Tommy Eichenberg,LB,23,2024,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,8,,,Ohio St.,College Stats
5,149,Cincinnati Bengals,Josh Newton,CB,23,2024,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,27,1,,TCU,College Stats
5,150,New Orleans Saints,Spencer Rattler,QB,23,2024,0,0,0,2,2,7,130,228,1317,4,5,18,146,0,0,0,0,,,,South Carolina,College Stats
5,151,Indianapolis Colts,Jaylon Carlies,DB,22,2024,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,24,,1.0,Missouri,College Stats
5,152,Philadelphia Eagles,Ainias Smith,WR,23,2024,0,0,0,1,1,7,0,0,0,0,0,2,6,0,7,41,1,,,,Texas A&M,College Stats
5,153,Jacksonville Jaguars,Deantre Prince,CB,23,2024,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,6,,,Mississippi,College Stats
5,154,Los Angeles Rams,Brennan Jackson,DE,23,2024,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,2,,,Washington St.,College Stats
5,155,Philadelphia Eagles,Jeremiah Trotter Jr.,LB,21,2024,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,9,,0.5,Clemson,College Stats
5,156,Cleveland Browns,Jamari Thrash,WR,23,2024,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,22,0,,,,Louisville,College Stats
5,157,Carolina Panthers,Chau Smith-Wade,DB,21,2024,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,24,1,,Washington St.,College Stats
5,158,Miami Dolphins,Mohamed Kamara,DL,25,2024,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado St.,College Stats
5,159,Kansas City Chiefs,Hunter Nourzad,OL,23,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,,,,Penn St.,College Stats
5,160,Buffalo Bills,Edefuan Ulofoshio,LB,24,2024,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,,,Washington,College Stats
5,161,Washington Commanders,Dominique Hampton,CB,24,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Washington,College Stats
5,162,Arizona Cardinals,Christian Jones,OL,24,2024,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats
5,163,Green Bay Packers,Jacob Monk,OL,23,2024,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,,Duke,College Stats
5,164,Indianapolis Colts,Jaylin Simpson,SAF,24,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,College Stats
5,165,Baltimore Ravens,Rasheen Ali,RB,23,2024,0,0,0,0,0,6,0,0,0,0,0,10,31,0,0,0,0,,,,Marshall,College Stats
5,166,New York Giants,Tyrone Tracy Jr.,RB,24,2024,0,0,1,6,6,17,0,0,0,0,0,192,839,5,38,284,1,,,,Purdue,College Stats
5,167,Jacksonville Jaguars,Keilan Robinson,RB,24,2024,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats
5,168,Buffalo Bills,Javon Solomon,DE,23,2024,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,9,,2.0,Troy,College Stats
5,169,Green Bay Packers,Kitan Oladapo,DB,23,2024,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,2,,,Oregon St.,College Stats
5,170,New Orleans Saints,Bub Means,WR,23,2024,0,0,0,1,1,7,0,0,0,0,0,0,0,0,9,118,1,,,,Pittsburgh,College Stats
5,171,New York Jets,Jordan Travis,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,College Stats
5,172,Philadelphia Eagles,Trevor Keegan,OL,24,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats
5,173,New York Jets,Isaiah Davis,RB,22,2024,0,0,0,2,2,17,0,0,0,0,0,30,174,1,9,75,1,7,,,South Dakota St.,
5,174,Dallas Cowboys,Caelen Carson,DB,22,2024,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,24,,,Wake Forest,College Stats
5,175,New Orleans Saints,Jaylan Ford,LB,22,2024,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,2,,,Texas,College Stats
5,176,New York Jets,Qwan'tez Stiggers,CB,22,2024,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,7,,,,
6,177,Minnesota Vikings,Walter Rouse,OL,23,2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats
6,178,Pittsburgh Steelers,Logan Lee,DL,24,,0,0,0,,,,,,,,,,,,,,,,,,Iowa,College Stats
6,179,Seattle Seahawks,Sataoa Laumea,OL,23,2024,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats
6,180,New England Patriots,Marcellas Dial,DB,23,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,6,,,South Carolina,College Stats
6,181,Los Angeles Chargers,Kimani Vidal,RB,23,2024,0,0,0,2,2,10,0,0,0,0,0,43,155,0,5,62,1,,,,Troy,College Stats
6,182,Tennessee Titans,Jha'Quan Jackson,WR,24,2024,0,0,0,0,0,12,0,0,0,0,0,1,-5,0,1,8,0,,,,Tulane,College Stats
6,183,New York Giants,Darius Muasau,LB,23,2024,0,0,0,4,4,15,0,0,0,0,0,0,0,0,0,0,0,26,1,,UCLA,College Stats
6,184,Miami Dolphins,Malik Washington,WR,23,2024,0,0,0,2,2,14,0,0,0,0,0,5,25,1,26,223,0,,,,Virginia,College Stats
6,185,Philadelphia Eagles,Johnny Wilson,WR,23,2024,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,38,1,,,,Florida St.,College Stats
6,186,Atlanta Falcons,Jase McClellan,RB,22,2024,0,0,0,0,0,2,0,0,0,0,0,13,32,0,0,0,0,,,,Alabama,College Stats
6,187,Atlanta Falcons,Casey Washington,WR,23,2024,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,14,0,,,,Illinois,College Stats
